review,sentiment
"ga bisa di buat ngerekam, paking nya lumayan",0
"mantap sesuai psnn nya..
 packingan nya juga mantap n aman deh x ini",1
"mang betul jargon ""ada harga ada kualitas"", action cam ini utk main2 saja bolehlah..",1
bikin aja kesal overtime terus tapi susah sambung jadi bingung,0
"Untuk seller : gercep bgt responnya.. beberapa jam click buy autorespond kirim request pick up..
Seller ok bgt

Product : sesuai deskripsi tidak ada masalah..wifi berfung... ",1
"Barang bagus,konek wifi juga,batrenya doang boros",0
Barang mati d jual,1
Terima Kasih ,1
"Terima kasih barangnya sudah sampai, belum dicoba , semoga awet dan tahan lama baterainya ,
Sukses!",1
"Barang sesuai deskripsi,,semua berfungsi, packing rapih.. pengiriman cepat...kualitas sesuai harga,,sukses gan ",1
Kenapa video yg tersimpan hilang sendiri??! ,0
"Kamera berfungsi Normal. Untuk masang ke Helm masih tahap coba nih,, masih bingung part part nya.. 4 all Good Harga Bersahabat dg Kantong..",1
Pengiriman cepat. Dan sesuai dengan deskripsi.,0
Pngiriman oke.  Cepat,1
"kualitas gambar bagus, mudah d gunakan, ok",1
"overall tipe ini cukup buat saya yfg perlu dashcam dan bs continous record, gambar bagus dan bs akses via wifi. Pengiriman cepet krn dihandle sm tokped. tq ya seller.",1
"Sudah diterima..Tapi sayang, kualitas video dan foto sangat mengecewakan..sngat buruk dan gelap..tidak sesuai dengan deskripsi di kotak, 4K HD dll..untuk di sambungkan ke... ",0
puas bgd. Terimakasih senang berbisnis dgn anda,1
"Puas barang datang aman bagus, pengemasan bagus , lengkap",0
👍👍👍👍👍👍🙏,1
"Makasih kak barangnya sudah diterima, bagus dan dapar dipakai, semoga awet.. aminn seller nya juga ramah dan cepat, puas belanja disini 🥰",1
"penjualnya ramah baik, pengiriman cepat dan barangnya juga bagus tanpa cacat lengkap sesuai deskripsi😇👍👍👍👍👍",0
"pengiriman cepat dan seller ramah! camera beserta bonusnyq sampai dengan aman, great quality. thank you!",1
paket tiba dengan aman dan sangat komplit,1
Terimakasih banyak atas bantuannya dengan memberikan respon yang cepat,1
"barang baru, tapi dosnya jelek lecet2(stock lama)",0
"Thank you produk sudah diterima dengan baik, respon penjual cepat dan pengiriman cepat, foto lain karena barang sudah dikirim lagi ke pembeli saya",1
"Pengiriman cepat, packing aman dan barang sesuai. Terima kasih.",1
Paket diterima 👍,1
OK...,1
Kualitasnya Bagus,0
"respon ok cepet, kirim juga, belom dicoba. top lah.",1
sesuai pesanan semoga berfungsi dengan baik,1
Produk bagus sesuai deskripsi,1
muantap boss ku tanks,1
produk sangat bagus...namun belum terpasang ya...,1
"Produk belum sempat dipasang, semoga awet",1
barang mantap sesuai yang diharapkan....,1
"keren , harga murah hasil tidak murahan tidak nyesel belanja disini",0
Brg bagus sesuai dengan foto,1
mantabz,1
Keren ada garis melengkung sesuai arah yg dituju,0
"bukan 170°, tapi 140°",1
barangnya bagus kwalitas oke semoga awet kedepannya Terima kasih semoga selernya amanah sukses terus buat kurir🚴📦 ramah,1
"sesuai deskripsi, produk sdh dipasang dan berfungsi dgn baik, mantap",1
paket sdh sampai.. belum di pasang.. sepertinya kualitas bagus.. pengiriman normal.. semoga berfungsi & awet.. tq Seller 👍,1
"sayang di description camera nya bisa gerak nyatanya boro2 diem aja tu garis, make sure klo bikin description yg jujur",1
orderan kedua. puaasss..👍👍🙏,1
barang sudah diterima kondisi baik dan cepat sampai,1
saya suka saya suka,1
"Produk sesuai, ....... kondisi baik..... packing nya mantap pengiriman ok... terima kasih.",1
mantap gan thank u ... seller responsif. pengiriman cepat ... lapak ini dan seller recommended banget jgn ragu beli disini... gan bintang ya yg berbicara,0
Sangat puas semoga awet,1
sip brg sesuai deskripsi. belum dipasang,0
"ok
.
tinggal pasang",1
siiiiip,1
barang tidak sampai...akibat kurir ga berkualitas,1
"barang sesuai bagus, walaupun tempat gelap masih kelihatan",0
"harga murah, barang bagus, pengiriman cepat.",0
susuai deskripsi..........................mudah2an awet,1
Terima ksh barang dah nyampe kondisi packing rapi seler amanah kurir🚴📦 ramah Semoga seler sukses terus,1
"Semiga sesuai deskripsi, normal dan awet.",1
"kamera bagus, sesuai deskripsi.",0
bagus sudah terpasang hasil gambar jernih,1
joss terang..dan juga dah langganan,1
"barang sesuai deskripsi, blm dipasang",0
"barang sdh sampai fast respon dan sdh terpasang dan fungsi,next time mau beli lagi terima kasih pada rawawa dan Toped semoga semakin sukses usahanya",1
sesuai pesanan. packing bagus👍👍🙏,1
"barang bagus, dapat Berfungsi dengan baik",0
"Barang berkualitas, pelayanan baik dan pengiriman cepat

Nb. Paket belum dibuka dan diperiksa",1
Mudah dipasang Desainnya bagus Barangnya original 👍,1
"mantap.. barang original 70mai
sesuai deskripsi
camera depan & belakang bekerja sempurna
4G berjalan dengan baik dan akurat
terima kasih 
👍🏻👍🏻👍🏻👍🏻👍🏻",1
barang ORI. pengiriman cpt. packing aman. respon penjual cepat dan ramah,0
"Penjual sangat membantu, barang  mendarat dan sudah dipasang dengan sangat baik.

Untuk rekanan partner pemasangan, bisa hubungi penjual. Dan rekanan partner ini, sangat... ",0
"Kamera nya bagus, apalagi udah pakai lensa nya sony 👍",0
dashcam luar biasa jernihnya..... mantap,1
"AGAR DITAMBAHKAN DI DESKRIPSI BAHWA PAKET INI TIDAK TERMASUK HARDWIRE, SEHINGGA PEMBELI MENDAPATKAN INFORMASI YANG LENGKAP. JADINYA BISA SEKALIAN DIBELI",1
Okeeeeeeeeeeeee………………………………………..,1
barang sampai di tujuan belum di coba,1
Build quality kokoh. Pengiriman super cepat. CS sigap dan ramah.,0
"Sesuai Pesanan dan Deskripsi , tinggal di Test",0
"BARANG TOP BAGUS,PACKING AMAN,RECOMMEND BUAT DIBELI!
ada kendala kartu pemasangan tapi emang aftersalesnya bagus jadi dibantu teknisinya padahal lagi hari libur,top 70mai... ",1
Kualitas gambar nya bagus.. bisa di control melalui hp,1
"Lumayan beli A800 seharga A500 pas ada diskon, kualitas barang oke original fitur berfungsi sempurna. Minusmya cuma kalo dipake siang hari panas banget, lihat di komen jg... ",1
Barang Sesuai dan Bagus,1
"Barang sesuai deskripsi, kualitas bagus. Pengiriman cepat dan packing rapi.",0
"Barangnya sangat memuaskan, terima kasih",1
Barang diterima dengan baik sesuai dengan foto gambar.  terima kasih,1
"sesuai,respon cepat.",1
"Parahh lah pokok nya, kereeenn abizzz, topppp",1
pakai 70mai dari 2018 akhirnya upgrade jg walaupun ke produk lama. tadinya mau ambil A810 eh ternyata dapet promo lumayan,1
mantap ...,1
Barang Ok,1
"Sesuai gambar, instalasi muda dan bekerja dengan baik, mudah²an awet",1
"Barang sesuaii,, kualitas baguss, recommended deh👌🏻",1
worth to buy. mantab banget. hasilnya rekamannya juga bagus,0
Terima kasih.,1
cepat murah dapat hadiah lagi...puas puas,1
packing rapi aman krn berlapis bubble wrap. barang sesuai deskrispi. harga pas diskon jd lebh terjangkau. sayang blm include SD card dan blm bs terpasng utk uji laya paka... ,1
sesuai yg di tuliskan di laman penjualan.. trusted lah.. toko baik dan benar..,1
"Kamera depan dan belakang berfungsi dgn baik, hanya saja setelah beberapa kali coba download hasil rekaman melalui aplikasi 70Mai sering gagal dan terkadang berhasil. Apa... ",1
Layak Bintang Lima ⭐️⭐️⭐️⭐️⭐️,0
Barang berfungsi dengan seharusnya. Packing aman dan mantap. 4K jelas banget videonya,1
"pengiriman cepat, bubble wrap super tebal, packing sangat aman",0
Barang bagus.,0
Rekomendasi.,1
"Sampe nya ontime. Packaging aman. Blm di unboxing, soalnya buat kado. Mudah2an isinya aman",1
"Ditabrak langsung ketahuan berkat 70mai A800 nya, mantabbb, packing aman respon cepat",1
"Good seller, fast respon banget. 🙏🙏",1
barang diterima kondisi baik dan berfungsi ... tetapi kwalitas 4K nya meragukan karena plat nomer kendaraan tidak terbaca  kecewa sih,0
Barang pesanan sesuai spesifikasi....,1
Barang berkualitas dan gampang pasang sendiri,1
Barang sesuai dan telah dicoba serta hasil memuaskan. terimakasih. Semoga sukses terus untuk Juragan,1
"Packing rapih dan aman, pengiriman cepat.. good seller👍",1
"manttappo sesuai pesanan, semoga awet",1
"Barang befungsi tapi mending pesen di bengkel lgsg aja sekalian pasang lebih murah 🥲🥲 kecewa pesen memory udah harganya lebih mahal drpd di bengkel, ditempel pake isola... ",1
"lengkap, belum dicoba, moga awet",1
"dashcam nya datang dalam kondisi baik...
packing aman dan rapih...
pengiriman cepat...
semoga berfungsi baik...",0
"mantab. seller ramah, barang top bgt",1
"Proses cepat, kemasan baik dan barang bagus",0
"rapi, cepat, pro, aman, puas",1
kualitas nya mantap dan jernih,1
"pelayanan toko yg baik, kamera berfungsi dengan baik.  Terima kasih",1
Barang sangat bagus dan pemasangan sangat rapih. Semoga awet! Trims! Sukses selalu!,1
kualitas barangnya oke. ukuran juga cukup kecil tapi tidak kekecilan. bisa lihat dan download video pakai wifi bawaan dashcam,1
"bagusss, cuma agak cepat panas aja kamera depannya. overall bagus sih, mantap 🤘🏻",1
packing cukup tebal.. barang sampai dengan baik.. belum coba di pasang.. smoga aman,1
"Belum dipasang dimobil.
Semoga puas dan menyenangkan",1
"Ditest nyala sblm pemasangan, body camera  depan terasa hangat. Semua fungsi normal. Semoga awet.",1
"Barang sesuai, semoga berfungsi dengan baik, terimakasih",1
Sangat Layak BINTANG LIMA ⭐️⭐️⭐️⭐️⭐️,0
"Product and packing are Good, Recommended Store 👍",1
"packing nya mantabbb, blom dipasang,",1
Pesanan sdh diterima dgn baik dan cepat. Packing rapih dan aman. Seller responsif dan gercep. Barang sdh di lihat dlm kondisi baik dan masih tersegel kotaknya. Blom dipas... ,1
"Respon cepat ...
Paking lumayan aman dan rapi ...
Barang aman ...",1
"fast response, semoga berfungsi baik",1
Barang sesuai deskripsi dan diterima dengan baik serta lengkap tapi blm dicoba . semoga berfungsi,1
"Sudah di tes buat jalan malam hari, hasilnya puass banget, barang Ok, packing OK",1
"Admin responsif, sabar dan informative. Pengiriman cukup cepat dan pengepakan rapih.",1
Harusnya kasih tahu musti pakai memory card gak bikin pembeli repot beli MC yg akhirnya gak cocok musti beli lagi knp gak dilengkapi aja spy pembeli tinggal pakai,0
"TOP NOTCH!! QA/QC EXCELLENT! ACCEPTABLE PRICING! SANGAT PUAS DGN 70MAI!!

 TIDAK SEPERTI MEREK TETANGGA, UDAH MAHAL, RIBET, TIDAK ADA QA/QC, BARANG YG DIKIRIM TIDAK BERFU... ",1
"Barang bagus, pengiriman cepat & aman",0
"Tolong caption ganti memory max 64 , 128 mmc ga kebaca",1
Barang yg diterima sudah sesuai. Admin tanggap dan sangat informatif. Semoga berfungsi secara normal,1
"Pengiriman cepat dan datang dalam kondisi baik. belum dipasang, semoga ok",0
Mantap! Recommended!!,1
Paking aman. Bagus. Tinggal coba di pasang. Terimakasih,1
"Produk sesuai deskripsi berfungsi dgn baik, respon seller cepat. Packing aman pengiriman cepat, terima kasih",1
Diterima dengan baik… semoga juga berfungsi dengan baik,1
tapi blom aq pasang ya,1
Sejauh ini oke,1
"barang sdh sampai,  respon dan pengiriman memuaskan. Walaupun barang  belum dibuka",0
"baru sampai , belum dipasang",1
joss👍👍👍,1
"Produk sesuai deskripsi dan pesanan.

Belum dicoba karna kerja diluar kota, dikirim ke rumah 😅, semoga berfungsi dengan baik dan awet.",1
"belum dipasang, packing aman.. semoga awet",1
"Pengiriman dan response sangat cepat. packing sangat rapi dan aman, 70mai Dash Cam A800s HD 4K 2160P GPS ADAS Set (Front+Rear Camera) sdh terpasang dan berfungsi dgn baik... ",0
"PO dijanjikan 20hr unitnya baru bs dikirim, sy order 2 Feb unitnya diterima tgl 11 Feb rencana mau dipsghr senen di bengkel rekanan toko online ini semoga tidak ada troub... ",1
"Pemasangan mudah, tools lengkap, kualitas perekaman sangat baik",1
"Packing nya rapih dan aman, barang sampai dengan selamat
belum di pasang..semoga awet",1
kualitas kamera depan siang dan malam cukup bagus. kamera belakang kl malem kurang jelas.,1
Smoga awet,1
barangnya asli. packing bagus. harga bersaing. pengiriman cepat.,0
fast response..recomended,1
sudah terima tpi blon pasang,1
"Pengiriman cepat,berkualitas,terpasang dengan Baik..semiga Awet",1
"👍👍👍👍👍
⭐⭐⭐⭐⭐",1
"Barang mendarat dengan aman dan lengkap, tinggal dipasang",0
Selama pakai sebulan tidak ada masalah dan hasilnya memuaskan,1
"packing superb .. pengiriman lebih cepat dari perkiraan, barang masih di segel",0
"bagus barang nya, baning banget hasil rekaman nya,,, mantab dan puasss",1
"gambar, video bagus banget kualitas gambar ok",1
mantab mantab mantab mantab mantab mantab mantab mantab mantab mantab mantab mantab mantab mantab mantab mantab mantab mantab mantab mantab mantab mantab mantab mantab ma... ,1
"Delivery cepat, barang terbungkus dan terproteksi dengan baik, barang berkualitas, bergaransi sesuai deskripsi 👍🏻",1
"bagus gb nya, seller ciamik",0
"Barang sesuai pesanan...packing aman...pake bubble wrap...
original semua..respo  seller cepat...pemgiriman cepat...",1
"barang bagus nih, sudah dipakai. fitur adss bekerja dengan baik",0
bagus semua,0
"hasil gambar ok,tp rear camera knp gk kebaca dr hp ya?",1
"pengiriman cpt, barang original, pelayanan bgs",0
"Original 70mai, canggih dan bagus kualitasnya, semoga awet. 
Pelayanan Seller keren, order jam 8 pagi, sebelum jam 12 barang sdh diterima (area DKi via kurir instant). Hi... ",1
best..,1
"sesuai diskripsi, blm di coba. semoga awet",1
Baru beli rusak,0
"🅑🅐🅡🅐🅝🅖 🅨🅐🅝🅖 🅑🅐🅖🅤🅢
🅓🅐🅡🅘 🅣🅞🅚🅞 🅨🅐🅝🅖 🅣🅔🅡🅟🅔🅡🅒🅐🅨🅐 🅓🅐🅝 🅡🅔🅢🅟🅞🅝🅝🅨🅐 🅒🅔🅟🅐🅣
🄼🄰🄽🅃🄰🄿
TᴏᴋᴏKᴇʀᴇN
⸽R⸽e⸽k⸽o⸽m⸽e⸽n⸽d⸽a⸽s⸽i⸽ ⸽S⸽a⸽... ",1
"puas dengan merk ini, 3mobil semua pakai 70mai semua",1
makasih udah dikasih bonuss,1
barang sesuai pesanan. pengiriman cepat dan keamanan pengiriman bagus. belum di pasang semoga berfungsi.,0
Kualitas barang nya bagus. Hasil rekamannya pun sangat bagus,1
Sesuai deskripsi. Produk bekerja dengan baik.,1
"Pemasangannya gampang, barangnya bagus banget, video yang dihasilkan beneran bagus.",1
"Respon lumayan cepat, pengiriman juga cepat. Barang sesuai deskripsi meskipun ada sdikit kesalah pahaman. Untung masi ada seller mmc yg bisa instant mendekati jam 3 sore.... ",0
Fast delivery.  Nice product.  Easy installation,1
"Barang di terima dlm kondisi sangat baik,trimakasih🙏🏻🙏🏻
Semoga berfungsi dengan baik",1
"terimakasih dashcam sudah terpasang dan berfungsi
bagus",1
"Maaf Baru kasih review. Stelah pasang tampilan gambar jernih banget, cam blakang juga jernih walaupun tidak sejernih depan, mmg secara spek cam depan lbh bagus. Pemasanga... ",1
mantap gambarnya,1
packing mantp.. barang tanpa kendala semoga awet,1
"Barang sesuai, bagus,kualitas oke,semoga awat",1
"barang bagus sesuai deskripsi pengiriman cepat, belum di pasang semoga aman",0
70mai,1
Terimakasih atas pelayanannya,1
"respon, bagus.. mantep",1
"Barang sesuai deskripsi, belum dipasang, recommended seller",0
"Barang sesuai deskripsi, belum dipasang, recommended seller.",0
kecepatan engiriman dan respon penjual sangat super cepat,1
"blom dipasang sih, pengiriman cepat sampai, smoga bagus kualitas nya di mobil baru nanti, (mobil nya blom sampai) 🤣",0
"barang sudah sampai dengan cepat, berfungsi dengan baik, packing aman",1
"Barang sesuai deskripsi, packing kuat dan rapi, respon dan pengiriman cepat, recommended seller.",0
"Sip barang sesuai, bagus dan berfungsi.",1
"pesanan sdh diterima, namun blm dicoba. semoga dpt berfungsi optimal dan awet.",1
"Barang sesuai, kualitas baik. sudah dicoba berfungsi baik.. cuma agak panas saat dipakai...",1
"qualitas oke, pengiriman cepat, semoga bertahan lama 👍",0
"paket masih tersegel rapih, belum dicoba, semoga hasilnya nagus sesuai ekspektasi",1
"respon cepat, pengiriman cepat... mudah2an berfungsi dgn baik",0
Manto barang nya bagus sering belanja ssh,0
luar biasa,1
Bagus sesuai harapan akan coba di pasang besok,1
belum di coba mudah2an baik..,1
barang dikirim sesuai dengan spesifikasi,1
"Mantappppppp.....
the best dashcam",1
"barang diterima dengan sangat baik tanpa lecet, akan segera kita pasang semoga awet yaa",1
Produk sesuai deskripsi. Camera depan dan belakang bagus. Hardware kit blm sempat di test bagaimana kondisinya,1
"sesuai pesanan & tinggal pasang aja... & ternyata relatif cepat sampai barangnya & yg paling mantafffff lagi, packingnya gileeee benerrrr.... barang aman, cui... ",1
"Original 70mai.
Group Xiaomi 

Review awal : 

Build Quality bagus sekali. 👍 
70mai bukan kelas tertinggi, tapi samasekali bukan barang murahan, dan menghasilkan foto vi... ",0
barang sudah sampai tapi belum sempat coba,1
"belum di tes karena saya baru tidak di tempat, pasti normal nyala",1
barang nya bagus dan sy terima dgn sangat baik,1
"Sudah dicoba & hasilnya sangat memuaskan, resolusi sangat tajam karena 4K. Hanya saja memang devicenya tergolong cukup panas suhu operasionalnya, semoga saja tdk masa... ",1
"barang sesuai , belum dipasang",1
Cakep sih,1
sesuai barangnya,1
sangat jernih gambar cameranya Dan banyak fitur yang mendukung parking safety,1
Barang sesuai dengan pesanan. Produk berkualitas dan berfungsi dengan baik.,1
Terima kasih sip Produk original kualitas terbaik. Pas banget pas dipasang di mobil cocok.,1
